,line,label
172,HOTV optotype visual acuity at 4.5 years of age.,METHODS
173,"Single-masked, parallel-group, prospective, randomized 24-month trial, with 90% power to detect a clinically important difference between groups.",METHODS
174,Four clinical sites.,METHODS
175,"Quality of life was measured by the Functional Assessment of Chronic Illness Therapy for Palliative Care (score range, 0-184). Symptom intensity was measured by the Edmonton Symptom Assessment Scale (score range, 0-900). Mood was measured by the Center for Epidemiological Studies Depression Scale (range, 0-60). These measures were assessed at baseline, 1 month, and every 3 months until death or study completion. Intensity of service was measured as the number of days in the hospital and in the intensive care unit (ICU) and the number of emergency department visits recorded in the electronic medical record.",METHODS
176,"Randomized, controlled trial of low-dose CT versus chest radiography. (ClinicalTrials.gov registration number: NCT00006382)",METHODS
177,This is a single-institution randomized phase 2 study of maintenance chemotherapy alone vs SAbR followed by maintenance chemotherapy for patients with limited metastatic NSCLC (primary plus up to 5 metastatic sites) whose tumors did not possess EGFR-targetable or ALK-targetable mutations but did achieve a partial response or stable disease after induction chemotherapy.,METHODS
178,Current Controlled Trials ISRCTN 97311620.,BACKGROUND&OBJECTIVE
179,Tube shunt (350-mm(2) Baerveldt glaucoma implant) or trabeculectomy with mitomycin C (MMC 0.4 mg/mL for 4 minutes).,METHODS
180,"Patients were randomly allocated to one of two groups. Patients in group 1 were treated with latanoprost, lubricant, and brimonidine for 4 weeks each, whereas patients in group 2 were treated with brimonidine, lubricant, and latanoprost for 4 weeks each.",METHODS
181,Three public hospitals in South Africa.,METHODS
182,setting: Clinical practice.,METHODS
183,"Two hundred fifty-five patients aged 50 to 80 years (median, 68 years) with early glaucoma, visual field defects (median mean deviation, -4 dB), and a median IOP of 20 mm Hg, mainly identified through a population screening. Patients with an IOP greater than 30 mm Hg or advanced visual field loss were ineligible.",METHODS
184,"To determine whether selenium, vitamin E, or both could prevent prostate cancer and other diseases with little or no toxicity in relatively healthy men.",BACKGROUND&OBJECTIVE
185,"The correlations between QOL measures and clinical outcomes were in the expected direction, but relatively weak. At initial diagnosis, difficulty with bright lights and with light and dark adaptation were the most frequently reported symptoms related to visual function, whereas visual distortion was the most bothersome. Approximately half of the patients reported at least some worry or concern about the possibility of blindness. Within the Visual Activities Questionnaire, higher scores on the Peripheral Vision subscale were associated with more field loss (P < 0.01). In regression analyses controlling for sociodemographics and nonocular comorbidities, increased visual field loss was significantly associated with higher dysfunction among five disease-specific QOL measures (P < 0.05).",RESULTS
186,To compare phacoemulsification versus trabeculectomy with adjunctive mitomycin C in medically uncontrolled chronic angle-closure glaucoma (CACG) without cataract.,BACKGROUND&OBJECTIVE
187,"Low-pressure glaucoma (LPG) patients 30 years or older were identified. Exclusion criteria included an untreated pressure > 21 mmHg, advanced VF loss, and contraindications to study medications.",METHODS
188,Randomized controlled trial.,METHODS
189,The primary end point was 1-year overall survival.,METHODS
190,Patients were given 1 drop of either apraclonidine 1% (n = 114) or pilocarpine 4% (n = 114) 15 minutes before ALT.,METHODS
191,An extended course of antibiotics did not prevent the development of postoperative pulmonary infections in patients undergoing major head and neck surgery with tracheostomy. Poor pulmonary function and postoperative atelectasis emerged as significant risk factors for pulmonary infection.,CONCLUSIONS
192,clinicaltrials.gov Identifier: NCT02328456.,BACKGROUND&OBJECTIVE
193,"The trial group received a designed intervention consist of one-month supportive educational program with three months of follow-up (totally four months), based on self-care requisites according to the Orem self-care regarding diabetic peripheral neuropathy. The control group only received a routine care program in the diabetes clinic.",METHODS
194,Basic research and observational evidence as well as results from trials of colon polyp recurrence suggest a role for aspirin in the chemoprevention of cancer.,BACKGROUND&OBJECTIVE
195,33 U.S. screening centers.,METHODS
196,ClinicalTrials.gov Identifier: NCT02186847.,BACKGROUND&OBJECTIVE
197,"To determine the effect of a nursing-led intervention on quality of life, symptom intensity, mood, and resource use in patients with advanced cancer.",BACKGROUND&OBJECTIVE
198,"Surgical complications, reoperations for complications, visual acuity, and cataract progression.",METHODS
199,"This open-label, multicenter, randomized, phase 3 trial conducted in 120 centers in 21 countries enrolled 290 patients between July 25, 2016, and November 12, 2018. Eligible patients were 18 years of age or older and had advanced, recurrent, or metastatic ALK-positive NSCLC.",METHODS
200,"Randomized, double-masked, controlled, observational clinical trial.",METHODS
201,"To compare the dorzolamide-timolol fixed combination twice daily to its components, timolol maleate and dorzolamide hydrochloride, given in their usual monotherapy regimens in patients whose intraocular pressure (IOP) was not controlled on timolol twice daily alone.",BACKGROUND&OBJECTIVE
202,Subjects who underwent cataract surgery without prior anti-inflammatory treatment and had a postsurgical Summed Ocular Inflammation Score (SOIS) of > or =3 were treated with either bromfenac or placebo. Subjects self-instilled 1 drop of the assigned test agent twice-daily for 14 days and were followed for an additional 14 days for safety evaluation.,METHODS
203,"Four centres: Ghent University Hospital, Belgium; Leuven University Hospitals, Belgium; Leiden University Medical Centre, the Netherlands; and Papworth Hospital, UK.",METHODS
204,Patients with OAG who were younger than 65 years and had untreated IOP consistently of 16 mmHg or less.,METHODS
205,Patients 18 to 85 years of age who had previous trabeculectomy and/or cataract extraction with intraocular lens implantation and uncontrolled glaucoma with intraocular pressure (IOP) ≥18 mm Hg and ≤40 mm Hg on maximum tolerated medical therapy.,METHODS
206,"Oral supplementation with myoinositol in dose of 1 gm twice-daily, when started soon after the diagnosis of GDM, is effective in achieving glycemic control and decreasing the need for additional pharmacological therapy in Asian Indian women.",CONCLUSIONS
207,"Central corneal thickness measurements within the EGPS were greater than those reported in other studies of normal eyes without ocular hypertension. Larger CCT measurements correlated with male gender, younger age, and diabetes.",CONCLUSIONS
208,Seventy-four patients with cataract and without evidence of glaucoma were studied.,METHODS
209,"Corneas from donors younger than 66 years and donors 66 years or older were assigned, masked to donor age. Surgery and postoperative care were performed according to the surgeons' usual routines. Participants were followed up for as long as 12 years.",METHODS
210,"To compare the dorzolamide-timolol fixed combination twice daily to its components, timolol maleate and dorzolamide hydrochloride, given in their usual monotherapy regimens in patients whose intraocular pressure (IOP) was not controlled on timolol twice daily alone.",BACKGROUND&OBJECTIVE
211,"The ocular hypotensive efficacy of 2.0% dorzolamide, given three times a day, is comparable with that of 0.5% betaxolol, given twice daily, for up to 1 year. In addition, long-term use of dorzolamide was not associated with clinically meaningful electrolyte disturbances or systemic side effects commonly observed with the use of oral carbonic anhydrase inhibitors.",CONCLUSIONS
212,"Perioperative parameters included transcutaneous oxygen saturation (SpO2), hemodynamic data, extravascular lung water index (EVLWI), pulmonary vascular permeability index (PVPI) as determined by the single-indicator transpulmonary thermodilution technique, and partial pressure of arterial oxygen/inspired oxygen fraction (PaO2/FIO2) ratio.",METHODS
213,Nurse led follow up was acceptable to lung cancer patients and general practitioners and led to positive outcomes.,CONCLUSIONS
214,To compare phacoemulsification alone versus combined phacotrabeculectomy in medically controlled chronic angle closure glaucoma (CACG) with coexisting cataract.,BACKGROUND&OBJECTIVE
215,"Randomized, crossover, cross-sectional, clinical trial.",METHODS
216,"Although there were no differences in mean visual acuity (VA) over 24 weeks after vitrectomy with panretinal photocoagulation (PRP) vs aflibercept in a randomized clinical trial among eyes with vitreous hemorrhage due to proliferative diabetic retinopathy (PDR), post hoc analyses may influence treatment choices.",BACKGROUND&OBJECTIVE
217,"The multicentre, randomised, open-label, phase 3 SWITCH study assessed So-Su versus Su-So in patients with mRCC without prior systemic therapy, and stratified by Memorial Sloan Kettering Cancer Center risk score (favourable or intermediate).",METHODS
218,Mean percent change in central endothelial cell density and central corneal thickness after 1 year of treatment.,METHODS
219,"Nonvalved tube shunt surgery was more likely to maintain IOP control and avoid persistent hypotony or reoperation for glaucoma than trabeculectomy with MMC during the first year of follow-up in the TVT Study. Both surgical procedures produced similar IOP reduction at one year, but there was less need for supplemental medical therapy following trabeculectomy with MMC.",CONCLUSIONS
220,The TG showed significant improvement in PImax at week 6 (71.6 ± 34.9 vs. 94.3 ± 32.8 cmH,RESULTS
221,Vision-specific QoL using the NEI VFQ-25 and estimation of minimally important differences (MID) were the main outcome measures. Cross-sectional distribution- and anchor-based approaches were used to estimate MID. Clinical anchor measures included the mean deviation (MD) and logMAR visual acuity (VA) measurements. Clinically significant changes in anchor were defined as ≥2 dB MD and ≥0.2 logMAR.,METHODS
222,"To investigate the safety profile and efficacy of 2.0% dorzolamide hydrochloride, when administered three times daily for up to 1 year, compared with that of 0.5% timolol maleate and 0.5% betaxolol hydrochloride, each administered twice daily. In addition, the effect of adding dorzolamide to the regimen of patients with inadequate ocular hypotensive efficacy while they were receiving one of the two beta-adrenoceptor antagonists and the effect of adding timolol to the regimen of patients receiving dorzolamide were also evaluated.",BACKGROUND&OBJECTIVE
223,The primary outcome was the effect of dexmedetomidine on oxygenation. The secondary outcome was the effect of dexmedetomidine administration on postoperative pulmonary complications.,METHODS
224,"The ongoing Randomized, Embedded, Multifactorial, Adaptive Platform Trial for Community-Acquired Pneumonia (REMAP-CAP) enrolled and randomized 4763 adults with suspected or confirmed COVID-19 between March 9, 2020, and January 18, 2021, within at least 1 domain; 2011 critically ill adults were randomized to open-label interventions in the immunoglobulin domain at 129 sites in 4 countries. Follow-up ended on April 19, 2021.",METHODS
225,The study consisted of 40 eyes of 40 patients with uncontrolled exfoliation glaucoma without a history of previous intra- or extraocular surgery and in need of cataract surgery.,METHODS
226,"Patients (age > or =30 years) were enrolled from 18 European centers. The patients fulfilled a series of inclusion criteria including the measurements of IOP (22-29 mmHg), two normal and reliable visual fields (VFs) (on the basis of mean defect and corrected pattern standard deviation/corrected loss of variance of standard 30/II Humphrey or Octopus perimetry), and normal optic disc as determined by the Optic Disc Reading Center (vertical and horizontal cup-to-disc ratios; asymmetry between the two eyes < or =0.4).",METHODS
227,"Oral supplementation with the Age-Related Eye Disease Study (AREDS) formulation (antioxidant vitamins C and E, beta carotene, and zinc) has been shown to reduce the risk of progression to advanced age-related macular degeneration (AMD). Observational data suggest that increased dietary intake of lutein + zeaxanthin (carotenoids), omega-3 long-chain polyunsaturated fatty acids (docosahexaenoic acid [DHA] + eicosapentaenoic acid [EPA]), or both might further reduce this risk.",BACKGROUND&OBJECTIVE
228,Three-year cumulative probabilities for retinopathy worsening.,METHODS
229,A total of 258 patients undergoing RARC for bladder cancer.,METHODS
230,"A randomized, open-label, crossover study.",METHODS
231,"A total of 205 eyes were included in the analysis (115 male [56%] and 90 [44%] female participants; mean [SD] age, 57 [11] years). Among 89 eyes with a baseline VA of 20/32 to 20/160 (47 receiving aflibercept, including 4 [9%] that had undergone vitrectomy; 42 undergoing vitrectomy, including 3 [7%] that had received aflibercept), the adjusted mean difference in VA letter score over 24 weeks between the aflibercept and vitrectomy groups was -4.3 (95% CI, -10.6 to 1.9) compared with -16.7 (95% CI, -24.4 to -9.1) among 59 eyes with baseline VA worse than 20/800 (P = .02 for interaction; 26 in the aflibercept group, including 6 [23%] that had undergone vitrectomy; 33 in the vitrectomy group, including 8 [24%] that had received aflibercept). In the full cohort, the median time to clearance of the initial vitreous hemorrhage was 36 (interquartile range [IQR], 24-52) weeks in the aflibercept group vs 4 (IQR, 4-4) weeks in the vitrectomy group (difference, 32 [95% CI, 20-32] weeks; P < .001).",RESULTS
232,Observational cohort study.,METHODS
233,"Proactive telephone counseling focusing on adaptive coping skills was difficult to implement among smokers in lung cancer patients' social network. Although this study did not demonstrate any added benefit to cessation rates, this null finding may be a result of an intervention that was weaker than intended, owing to difficulties in completing the counseling phone calls. We discuss lessons learned and areas for future research in this special population.",CONCLUSIONS
234,"Little is known about the necessity of multiple same-day intraocular pressure (IOP) measurements in describing the effect of IOP-lowering surgical procedures, and such evidence could affect surgical trial recruitment and retention of participants.",BACKGROUND&OBJECTIVE
235,To evaluate survival and late toxic effects 10 years after patients were treated with curative CRT.,BACKGROUND&OBJECTIVE
236,To determine if intervening with noninvasive stereotactic ablative radiotherapy (SAbR) prior to maintenance chemotherapy in patients with non-progressive limited metastatic NSCLC after induction therapy led to significant improvements in progression-free survival (PFS).,BACKGROUND&OBJECTIVE
237,Single university hospital.,METHODS
238,A randomized controlled trial.,METHODS
239,The Beta-Carotene and Retinol Efficacy Trial (CARET) was terminated 21 months ahead of schedule due to an excess of lung cancers. Deaths from cardiovascular disease also increased (relative risk=1.26 (95% confidence interval (CI) 0.99-1.61)) in the group assigned to a combination of 30 mg beta-carotene and 25 000 IU retinyl palmitate (vitamin A) daily. The basis for increased cardiovascular mortality is unexplained.,BACKGROUND&OBJECTIVE
240,"Trabeculectomy combined with phacoemulsification and a small incision (5 x 6 mm), all polymethylmethacrylate posterior chamber intraocular lens implantation with or without adjunctive MMC (0.5 mg/ml for 1 minute), was performed.",METHODS
241,Participants were randomised to usual care or a hospital plus home exercise programme.,METHODS
242,"This was a randomized, multicenter, investigator-masked, prospective, parallel-group, clinical trial.",METHODS
243,"At 10 am (peak drug effect) on day 28, the mean IOP reduction from baseline was significantly greater with bimatoprost (9.3 mm Hg, 40.3%) than with timolol gel (7.1 mm Hg, 31.1%; P=.024, Wilcoxon rank sum test) or latanoprost (7.4 mm Hg, 33.3%). In the overall analysis of IOP measured over the course of 24 hours, mean IOP was significantly lower with bimatoprost or latanoprost than with timolol gel (P<.001; analysis of repeated measures). The analysis of repeated measures also showed a significant difference between bimatoprost and latanoprost (P=.003). In the area-under-the-curve analysis, bimatoprost and latanoprost were superior to timolol gel (P< or =.018) but comparable to each other (P> or =.223). All treatment regimens were well tolerated, with few discontinuations due to adverse events. There were no significant effects on systemic safety parameters.",RESULTS
244,Once-daily bimatoprost or latanoprost provided significantly better 24-hour IOP control than timolol gel in patients with glaucoma or ocular hypertension. Some measurements suggested a trend for greater efficacy of bimatoprost over latanoprost. All three treatments were well tolerated.,CONCLUSIONS
245,Bromfenac ophthalmic solution 0.09% demonstrated neither treatment-related systemic adverse events nor evidence of hepatic toxicity.,CONCLUSIONS
246,A single center in Japan.,METHODS
247,"One hundred ninety patients were randomized between 1998 and 2000. Mean age (+/-standard deviation) was 64.9+/-10.7 years. Women comprised 59.5% of the patients. Fifty-three patients (27.9%) had unilateral field loss. The 137 patients with bilateral field loss were older than those with unilateral field loss: 65.7 versus 62.3 years of age (P<0.05). Mean untreated diurnal intraocular pressures were similar between the eyes of the bilateral patients (mean, 15.5 mmHg in both eyes) and unilateral patients (mean, 16.0 mmHg in field loss vs. 15.6 mmHg in fellow eyes). Visual field mean deviation for all eyes was -5.4+/-4.7 decibels. Central corneal thickness in 168 phakic patients was 543 +/- 35 microm (range, 435-655 microm); thickness was less than 500 microm in 15 eyes and was more than 600 microm in 11 eyes. Mean vertical cup-to-disc ratio for all eyes was 0.67+/-0.15. Unilateral field loss patients had a larger cup-to-disc ratio in the field loss eye (0.75+/-0.12) than the fellow eye with a normal field (0.60+/-0.17, P<0.0001). Disc hemorrhage was present at baseline in 29 patients (32 eyes).",RESULTS
248,ACTRN12613000664741.,BACKGROUND&OBJECTIVE
249,"The Collaborative Initial Glaucoma Treatment Study (CIGTS) is a randomized, controlled clinical trial designed to determine whether patients with newly diagnosed open-angle glaucoma (primary, pigmentary, or pseudoexfoliative) are better treated by initial treatment with medications or by immediate filtration surgery.",BACKGROUND&OBJECTIVE
250,"A randomised, double-blinded, placebo-controlled study.",METHODS
251,"The ophthalmic drug showed potential for the non-surgical treatment of age-related cataracts for participants after controlling for age, gender and daily activities and on a combined basis of repurchases behavior reports in more than 50,000 various cohort survivors, has been demonstrated to have a high efficacy and good tolerability for prevention and treatment of visual impairment determined for the older population with relative stable pattern of causes for blindness and visual impairment. The mechanisms of prevention and reversal of cataracts with NAC ophthalmic drug are considered which include prevention by the intraocular released carnosine of free-radical-induced inactivation of proprietary lens antioxidant enzymes (superoxide dismutase); prevention of carbohydrate and metal-catalyzed autooxidation of ascorbic acid-induced cross-linking glycation reactions to the lens proteins; transglycation properties of carnosine, allowing it to compete for the glycating agent, protecting proteins (lens crystallins) against modification; universal antioxidant and scavenging activity towards lipid hydroperoxides, aldehydes and oxygen radicals; activation with l-carnosine ingredient of proteasome activity in the lens; chaperone-like disaggregating to lens crystallins activity of NAC and of its bioactivated principal carnosine. Blindness incidence increased with advancing age, such as cataract and glaucoma, which are by far the commonest causes of blindness in our sample and in all age groups, glaucomatous neurodegeneration can be treated with developed NAC autoinduction prodrug eye drops equipped with corneal absorption promoters. The common blinding affections presenting in developed countries such as, senile macular degeneration, hereditary chorioretinal dystrophies, diabetic retinopathy are poorly represented in our current summary of vital-statistics and will be reported inherent in next N-acetylcarnosine ophthalmic drug studies.",RESULTS
252,"Platelets play a pivotal role in metastasis of tumor cells. The aim of this study is to explore the effects of sevoflurane and isoflurane on platelets activation of patients undergoing lung cancer surgery, and the effects of sevoflurane and isoflurane on platelets-induced invasion of lung cancer cells.",BACKGROUND&OBJECTIVE
253,The dorzolamide-timolol combination provides additional IOP lowering compared to either of its individual components and generally is well-tolerated.,CONCLUSIONS
254,The present study intended to determine the effects of diaphragmatic breathing exercises (DBE) on physiological parameters in pregnant women with GDM.,BACKGROUND&OBJECTIVE
255,"The proportion of eyes in which the increase in IOP after washout, using the mean of the 3 measurements, differed by more than 0.5, 1.0, 1.5, or 2.0 mm Hg from the increase in IOP after washout using only 1 of the postwashout measurements. A proportion of 10% or less at the 1.5-mm Hg cutoff was considered clinically acceptable. The hypothesis was formulated after data collection but before the data were examined.",METHODS
256,"Progression in visual field loss constitutes the study's primary outcome variable. Secondary outcomes include health-related quality of life, visual acuity, and intraocular pressure.",METHODS
257,"The EMGT progression is defined by sustained increases of visual field loss in three consecutive C30-2 Humphrey tests, as determined from computer-based analyses, or by optic disc changes, as determined from flicker chronoscopy and side-by-side comparisons of fundus photographs performed by masked, independent graders.",METHODS
258,"The immunoglobulin domain randomized participants to receive 2 units of high-titer, ABO-compatible convalescent plasma (total volume of 550 mL ± 150 mL) within 48 hours of randomization (n = 1084) or no convalescent plasma (n = 916).",METHODS
259,"A total of 212 eyes of 212 patients were enrolled, including 107 in the tube group and 105 in the trabeculectomy group. At one year, IOP (mean +/- SD) was 12.4 +/- 3.9 mm Hg in the tube group and 12.7 +/- 5.8 mm Hg in the trabeculectomy group (P = .73). The number of glaucoma medications (mean +/- SD) was 1.3 +/- 1.3 in the tube group and 0.5 +/- 0.9 in the trabeculectomy group (P < .001). The cumulative probability of failure during the first year of follow-up was 3.9% in the tube group and 13.5% in the trabeculectomy group (P = .017).",RESULTS
260,"This nonblinded, phase 3 randomized clinical study enrolled 103 patients and analyzed 96 patients with stage II/III NSCLC and Zubrod performance status of at least 2, with greater than 10% weight loss in the previous 6 months, and/or who were ineligible for concurrent chemoradiotherapy after oncology consultation. Enrollment occurred at multiple US institutions. Patients were enrolled from November 13, 2012, to August 28, 2018, with a median follow-up of 8.7 (3.6-19.9) months. Data were analyzed from September 14, 2018, to April 11, 2021.",METHODS
261,The Tube Versus Trabeculectomy (TVT) Study will compare the safety and efficacy of nonvalved tube shunt surgery to trabeculectomy with mitomycin C in patients with previous intraocular surgery.,BACKGROUND&OBJECTIVE
262,"Among critically ill adults with confirmed COVID-19, treatment with 2 units of high-titer, ABO-compatible convalescent plasma had a low likelihood of providing improvement in the number of organ support-free days.",CONCLUSIONS
263,"After completing a washout of ocular hypotensive medications, patients were randomized to receive either the dorzolamide-timolol combination twice daily plus placebo once daily, 0.5% timolol twice daily plus placebo once daily, or 2.0% dorzolamide three times daily.",METHODS
264,To compare the late complications in the Ahmed Baerveldt Comparison Study during 5 years of follow-up.,BACKGROUND&OBJECTIVE
265,"The data from this large trial indicated that 600 IU of natural-source vitamin E taken every other day provided no overall benefit for major cardiovascular events or cancer, did not affect total mortality, and decreased cardiovascular mortality in healthy women. These data do not support recommending vitamin E supplementation for cardiovascular disease or cancer prevention among healthy women.",CONCLUSIONS
266,"An open-label, randomized, controlled, parallel-group study.",METHODS
267,"Three hundred sixty-nine subjects with bilateral ocular hypertension or open-angle glaucoma who had a baseline central corneal endothelial cell density of at least 1500 cells/mm(2), central corneal thickness of less than 0.68 mm, no corneal pathologic condition on slit-lamp examination, and intraocular pressure of less than 22 mmHg after a 3-week run-in on timolol, 0.5%, once daily were included.",METHODS
268,"To evaluate the effect of ab-interno goniotrabeculotomy (AIGT) on the intraocular pressure (IOP) in adult patients with primary open-angle glaucoma (POAG), compared with the effects of mitomycin C trabeculectomy (MT).",BACKGROUND&OBJECTIVE
269,"The enrolled patients were randomized into an intervention or control group. Patients in the intervention group received perioperative breathing training, including deep breathing and coughing exercise, balloon-blowing exercise, and pursed lip breathing exercise. The control group received standard perioperative care without any breathing training.",METHODS
270,"The Early Manifest Glaucoma Trial (EMGT) will evaluate the effectiveness of reducing intraocular pressure (IOP) in early, previously untreated open-angle glaucoma. Its secondary aims are to explore factors related to glaucoma progression and to study the natural history of the disease. This article describes the EMGT design and presents baseline data.",BACKGROUND&OBJECTIVE
271,Hospital outpatient diabetes clinic.,METHODS
272,"The primary outcome was the proportion of patients who experienced a failure event (ie, locoregional disease progression, distant metastases, death, and discontinuation of trial treatment or planned evaluations for any reason within 12 months). Proportions were compared using a 2-sided Fisher exact test. Conventional progression-free and overall survival were estimated using the Kaplan-Meier method. Adverse events were graded with Common Terminology Criteria for Adverse Events, version 4.03. All randomized patients were included in an intention-to-treat analysis.",METHODS
273,To compare the 2 recommended lung cancer staging strategies.,BACKGROUND&OBJECTIVE
274,"Snellen visual acuity, intraocular pressure (IOP), slit-lamp biomicroscopy, and number of glaucoma medications were measured, performed, or determined preoperatively and at regular intervals postoperatively.",METHODS
275,"There was no significant difference in the occurrence of second primary disease (P = .90), the recurrence of primary disease (P = .70), or disease-free time (P = .80) between the treatment and nontreatment arms. Numbers were too small to find differences in survival.",RESULTS
276,A three-group randomized controlled trial.,METHODS
277,"From an overall baseline of 24.1 mmHg, latanoprost reduced IOP by 6.7 mmHg (28%) and unoprostone reduced IOP by 3.3 mmHg (14%). The difference between the groups of 3.4 mmHg was significant (P: < 0.001, analysis of covariance; 95% confidence interval [CI]: -4.7 to -2.1) in favor of latanoprost. A >/=30% reduction in mean IOP from baseline was achieved by 44% of latanoprost-treated patients compared with 8% of unoprostone-treated patients. The incidence of adverse events was low and comparable between the groups.",RESULTS
278,Practicing DBE provided positive effects for pregnant women with gestational diabetes mellitus on the observed physiological parameters.,CONCLUSIONS
279,"A total of 290 patients (149 men [51.4%]; median age, 54 years [range, 25-90 years]) were randomized. In the ITT population, the median PFS was significantly longer with ensartinib than with crizotinib (25.8 [range, 0.03-44.0 months] vs 12.7 months [range, 0.03-38.6 months]; hazard ratio, 0.51 [95% CI, 0.35-0.72]; log-rank P < .001), with a median follow-up of 23.8 months (range, 0-44 months) for the ensartinib group and 20.2 months (range, 0-38 months) for the crizotinib group. In the mITT population, the median PFS in the ensartinib group was not reached, and the median PFS in the crizotinib group was 12.7 months (95% CI, 8.9-16.6 months; hazard ratio, 0.45; 95% CI, 0.30-0.66; log-rank P < .001). The intracranial response rate confirmed by a blinded independent review committee was 63.6% (7 of 11) with ensartinib vs 21.1% (4 of 19) with crizotinib for patients with target brain metastases at baseline. Progression-free survival for patients without brain metastases was not reached with ensartinib vs 16.6 months with crizotinib as a result of a lower central nervous system progression rate (at 12 months: 4.2% with ensartinib vs 23.9% with crizotinib; cause-specific hazard ratio, 0.32; 95% CI, 0.16-0.63; P = .001). Frequencies of treatment-related serious adverse events (ensartinib: 11 [7.7%] vs crizotinib: 9 [6.1%]), dose reductions (ensartinib: 34 of 143 [23.8%] vs crizotinib: 29 of 146 [19.9%]), or drug discontinuations (ensartinib: 13 of 143 [9.1%] vs crizotinib: 10 of 146 [6.8%]) were similar, without any new safety signals.",RESULTS
280,"Condensing prehabilitation sessions led to similar or better improvement in cardiorespiratory fitness and did not decrease adherence or increase adverse events. This could increase the number of patients who can be referred for prehabilitation, despite short presurgical periods.",CONCLUSIONS
281,"Double-masked, randomized, prospective, multicenter clinical trial.",METHODS
282,"The primary end point was progression-free survival (PFS) assessed by investigators. Secondary end points consisted of overall response rate, time to treatment failure, overall survival, and safety.",METHODS
283,Seventeen clinical centers.,METHODS
284,Australian New Zealand Clinical Trials Registry (ANZCTR): ACTRN12618001486213 registered on 04/09/2018.,BACKGROUND&OBJECTIVE
285,ClinicalTrials.gov Identifier: NCT03594747.,BACKGROUND&OBJECTIVE
286,To examine whether text message reminders and free eye medications improve follow-up after trabeculectomy in rural southern China.,BACKGROUND&OBJECTIVE
287,The study took place in the Oncology Day Treatment Unit of a university hospital in Turkey.,METHODS
288,One hundred fifty-one patients with their first head and neck squamous cell carcinoma treated with high expectation for cure and living close by. They were randomized into 3 arms to receive 3 years of treatment.,METHODS
289,To evaluate the effect of a combined hospital plus home exercise programme following curative surgery for non-small cell lung cancer (NSCLC).,BACKGROUND&OBJECTIVE
290,"In the Dex group, dexmedetomidine was given as an initial loading dose of 1.0  μg  kg(-1) over 10  min followed by a maintenance dose of 0.5  μg  kg(-1)  h(-1) during OLV while the control group was administered a comparable volume of 0.9% saline. Data were measured at 30  min (DEX-30) and 60  min (DEX-60) after dexmedetomidine or saline administration during OLV.",METHODS
291,"Use of releasable sutures is an effective way at no extra cost or instrumentation to maximize the long-term bleb score and lower intraocular pressure, and to minimize the short-term complications of trabeculectomy.",CONCLUSIONS
292,"Patients were randomized (2:1) to either the GAIN (intervention) or standard of care (SOC) arm. In the GAIN arm, a geriatrics-trained multidisciplinary team composed of an oncologist, nurse practitioner, social worker, physical/occupation therapist, nutritionist, and pharmacist reviewed geriatric assessment results and implemented interventions based on prespecified thresholds built into the geriatric assessment's domains. In the SOC arm, geriatric assessment results were sent to treating oncologists for consideration.",METHODS
293,To assess the cost-effectiveness of erlotinib versus supportive care (placebo) overall and within a predefined rash subgroup in elderly patients with advanced non-small-cell lung cancer who are unfit for chemotherapy and receive only active supportive care due to their poor performance status or presence of comorbidities.,BACKGROUND&OBJECTIVE
294,Patients were randomized 1:1 to receive polyquaternium-1-preserved travoprost 0.003% (n = 442) or benzalkonium chloride-preserved travoprost 0.004% (n = 422) once daily for 3 months.,METHODS
295,Changes with the experimental regimen were similar to or better than changes with the control regimen for: V̇O,RESULTS
296,"Comprehensive vision and eye examinations conducted by an optometrist. Three hundred subjects were seen by the study optometrist, with 146 judged to need treatment for a vision or eye problem. The optometrist arranged new glasses for 92 subjects; 24 were referred for a home visit by an occupational therapist; 17 were referred for glaucoma management; and 15 were referred for cataract surgery.",METHODS
297,Intraocular pressure and AHF were measured in treated and contralateral control eyes.,METHODS
298,616 men and women aged 70 years and over (mean age 81 years) recruited mainly from people attending outpatient aged care services.,METHODS
299,"Smokers were enrolled in a pretest-posttest trial, and randomized to 1 of 3 cessation services.",METHODS
300,Patients at a tertiary care teaching hospital undergoing throracotomy for lung cancer.,METHODS
301,Individuals with central-involved diabetic macular edema causing visual acuity impairment.,METHODS
302,"Prospective, randomized study.",METHODS
303,To evaluate the effect of PORT using modern techniques on survival and safety in patients with pIIIA-N2 NSCLC after complete resection and adjuvant chemotherapy.,BACKGROUND&OBJECTIVE
304,"Setting: Meir Medical Center, Kfar-Saba, Israel.",METHODS
305,Patients were subdivided into 2 groups in each study and were treated with ripasudil or placebo twice daily for 8 weeks.,METHODS
306,Vision screening by an optometrist for frail older people living in the community in Australia does not lead to improvements in vision or vision-related quality of life after 1 year's follow-up.,CONCLUSIONS
307,To compare chemoradiation alone vs chemoradiation and metformin in stage III NSCLC.,BACKGROUND&OBJECTIVE
308,To determine the efficacy of a combination of 5-fluorouracil and low-molecular-weight heparin (LMWH) to improve the outcome of surgery for established proliferative vitreoretinopathy (PVR).,BACKGROUND&OBJECTIVE
309,"The study was a randomized, controlled trial.",METHODS
310,Patients were randomly assigned no antibiotics or a 5-day course of intravenous amoxicillin-clavulanic acid postoperatively.,METHODS
311,"Prospective, randomized, double-masked, clinical study.",METHODS
312,Fifty consecutive patients (50 eyes) with primary open-angle or pseudoexfoliative glaucoma.,METHODS
